1	408.08	-48.75
2	406.79	58.53
3	377.78	161.82
4	323.03	254.08
5	246.26	329.03
6	152.71	381.56
7	48.75	408.08
8	-58.53	406.79
9	-161.82	377.78
10	-254.08	323.03
11	-329.03	246.26
12	-381.56	152.71
13	-408.08	48.75
14	-406.79	-58.53
15	-377.78	-161.82
16	-323.03	-254.08
17	-246.26	-329.03
18	-152.71	-381.56
19	-48.75	-408.08
20	58.53	-406.79
21	161.82	-377.78
22	254.08	-323.03
23	329.03	-246.26
24	381.56	-152.71
25	408.08	-42.25
26	405.11	64.81
27	374.53	167.45
28	318.43	258.68
29	240.63	332.28
30	146.43	383.24
31	42.25	408.08
32	-64.81	405.11
33	-167.45	374.53
34	-258.68	318.43
35	-332.28	240.63
36	-383.24	146.43
37	-408.08	42.25
38	-405.11	-64.81
39	-374.53	-167.45
40	-318.43	-258.68
41	-240.63	-332.28
42	-146.43	-383.24
43	-42.25	-408.08
44	64.81	-405.11
45	167.45	-374.53
46	258.68	-318.43
47	332.28	-240.63
48	383.24	-146.43
49	408.08	-35.75
50	403.43	71.09
51	371.28	173.08
52	313.84	263.28
53	235.00	335.53
54	140.15	384.92
55	35.75	408.08
56	-71.09	403.43
57	-173.08	371.28
58	-263.28	313.84
59	-335.53	235.00
60	-384.92	140.15
61	-408.08	35.75
62	-403.43	-71.09
63	-371.28	-173.08
64	-313.84	-263.28
65	-235.00	-335.53
66	-140.15	-384.92
67	-35.75	-408.08
68	71.09	-403.43
69	173.08	-371.28
70	263.28	-313.84
71	335.53	-235.00
72	384.92	-140.15
73	408.08	-29.25
74	401.75	77.37
75	368.03	178.71
76	309.24	267.87
77	229.37	338.78
78	133.87	386.60
79	29.25	408.08
80	-77.37	401.75
81	-178.71	368.03
82	-267.87	309.24
83	-338.78	229.37
84	-386.60	133.87
85	-408.08	29.25
86	-401.75	-77.37
87	-368.03	-178.71
88	-309.24	-267.87
89	-229.37	-338.78
90	-133.87	-386.60
91	-29.25	-408.08
92	77.37	-401.75
93	178.71	-368.03
94	267.87	-309.24
95	338.78	-229.37
96	386.60	-133.87
97	408.08	-22.75
98	400.06	83.64
99	364.78	184.34
100	304.64	272.47
101	223.74	342.03
102	127.59	388.29
103	22.75	408.08
104	-83.64	400.06
105	-184.34	364.78
106	-272.47	304.64
107	-342.03	223.74
108	-388.29	127.59
109	-408.08	22.75
110	-400.06	-83.64
111	-364.78	-184.34
112	-304.64	-272.47
113	-223.74	-342.03
114	-127.59	-388.29
115	-22.75	-408.08
116	83.64	-400.06
117	184.34	-364.78
118	272.47	-304.64
119	342.03	-223.74
120	388.29	-127.59
121	408.08	-16.25
122	398.38	89.92
123	361.53	189.97
124	300.05	277.07
125	218.11	345.28
126	121.32	389.97
127	16.25	408.08
